Narration,TransactionType
ADVANCE OPENING Contract nr.: 402 - 0847579 | Interest rate: 0.810000% | Maturity: 09.02.2018,LoanCreate
ADVANCE REFUND Contract nr.: 402 - 0837593,LoanRepay
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9864214 | 4.5% JB JPY DCI VS USD-112.3 | Interest rate: 4.500000% | Nominal amount: 1,000,000,000.00 | Maturity: 19.01.2018",Sale
FOREX SPOT USD/JPY 110.7621,SpotFxIn
"ADVANCE INTEREST Contract nr.: 402 - 0837593 | Interest rate: 0.810000% | Capital: 1,000,000,000.00 | Period: 29.12.2017 - 19.01.2018 | Days: 21.00 / 360.00",LoanCost
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9864088 | 6.5% JB JPY DCI VS USD-112.85 | Interest rate: 6.500000% | Nominal amount: 400,000,000.00 | Maturity: 16.01.2018",SpotFxOut
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9864088 | 6.5% JB JPY DCI VS USD-112.85 | Interest rate: 6.500000% | Nominal amount: 400,000,000.00 | Maturity: 16.01.2018",Sale
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9863924 | 3.66% JB JPY DCI VS USD-112.4 | Interest rate: 3.660000% | Nominal amount: 500,000,000.00 | Maturity: 16.01.2018",SpotFxOut
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9863924 | 3.66% JB JPY DCI VS USD-112.4 | Interest rate: 3.660000% | Nominal amount: 500,000,000.00 | Maturity: 16.01.2018",Sale
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9863677 | 3.85% JB JPY DCI VS USD-112.1 | Interest rate: 3.850000% | Nominal amount: 400,000,000.00 | Maturity: 12.01.2018",Sale
ADVANCE REFUND Contract nr.: 402 - 0838737,LoanRepay
ADVANCE OPENING Contract nr.: 402 - 0844131 | Interest rate: 0.810000% | Maturity: 02.02.2018,LoanCreate
CAP/3.78% JB JPY DCI VS USD-112.3,Distribution
"ADVANCE INTEREST Contract nr.: 402 - 0838737 | Interest rate: 0.810000% | Capital: 1,000,000,000.00 | Period: 29.12.2017 - 12.01.2018 | Days: 14.00 / 360.00",LoanCost
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9864213| 3.78% JB JPY DCI VS USD-112.30 | Interest rate: 3.780000% |Nominal amount: 1,000,000,000.00 | Maturity: 12.01.2018",Sale
CAP/3.85% JB JPY DCI VS USD-112.1,Distribution
"PURCHASE STRUCTURED PRODUCTS Security nr. 9866243 | 6.67% JB JPY DCI VS USD-112 | Interest rate: 6.670000% | Nominal amount: 400,000,000.00 | Maturity: 02.02.2018",Purchase
"PURCHASE STRUCTURED PRODUCTS Security nr. 9866242 | 5.09% JB JPY DCI VS USD-111.7 | Interest rate: 5.090000% | Nominal amount: 1,000,000,000.00 | Maturity: 02.02.2018",Purchase
ADVANCE OPENING Contract nr.: 402 - 0843229 | Interest rate: 0.810000% | Maturity: 01.02.2018,LoanCreate
"PURCHASE STRUCTURED PRODUCTS Security nr. 9865901 |JPY DCI VS USD-111.9 | Interest rate: 4.290000% | Nominal amount: 500,000,000.00 | Maturity: 01.02.2018",Purchase
ADVANCE OPENING Contract nr.: 402 - 0842003 | Interest rate: 0.810000% | Maturity: 29.01.2018,LoanCreate
"PURCHASE STRUCTURED PRODUCTS Security nr. 9865070 | 5% JB JPY DCI VS USD-111.93 | Interest rate: 5.000000% | Nominal amount: 500,000,000.00 | Maturity: 29.01.2018",Purchase
ADVANCE OPENING Contract nr.: 402 - 0841562 | Interest rate: 0.810000% | Maturity: 22.02.2018,LoanCreate
"PURCHASE STRUCTURED PRODUCTS Security nr. 9864991 | 4.63% JB JPY DCI VS USD-112 | Interest rate: 4.630000% | Nominal amount: 1,000,000,000.00 | Maturity: 22.01.2018",Purchase
FOREX SPOT USD/EUR 1.2440,SpotFxIn
FOREX SPOT USD/EUR 1.2440,SpotFxIn
"SUBSCRIPTION INVESTMENT FUND Security nr. 33393858 | UNITS T.ROWE PRICE FUNDS SICAV | Quantity: 37,000.00",Purchase
FOREX SPOT USD/EUR 1.2447,SpotFxIn
"ADVANCE INTEREST Contract nr.: 402 - 0823163 | Interest rate: 0.610000% | Capital: 964,128.13 | Period: 30.11.2017 - 30.01.2018 | Days: 61.00 / 360.00",LoanCost
FOREX SPOT USD/EUR 1.2423,SpotFxIn
ADVANCE REFUND Contract nr.: 402 - 0823163,LoanRepay
ADVANCE OPENING Contract nr.: 402 - 0849722 | Interest rate: 0.610000% | Maturity: 20.02.2018,LoanCreate
ADVANCE REFUND Contract nr.: 402 - 0833275,LoanRepay
"ADVANCE INTEREST Contract nr.: 402 - 0833254 | Interest rate: 0.610000% | Capital: 502,951.05 | Period: 22.12.2017 - 19.01.2018 | Days: 28.00 / 360.00",LoanCost
"ADVANCE INTEREST Contract nr.: 402 - 0833275 | Interest rate: 0.610000% | Capital: 1,526,561.24 | Period: 22.12.2017 - 19.01.2018 | Days: 28.00 / 360.00",LoanCost
ADVANCE OPENING Contract nr.: 402 - 0846870 | Interest rate: 0.610000% | Maturity: 16.02.2018,LoanCreate
ADVANCE OPENING Contract nr.: 402 - 0846850 | Interest rate: 0.610000% | Maturity: 16.02.2018,LoanCreate
ADVANCE REFUND Contract nr.: 402 - 0833254,LoanRepay
"ADVANCE INTEREST Contract nr.: 402 - 0833250 | Interest rate: 0.610000% | Capital: 2,325,412.34 | Period: 22.12.2017 - 19.01.2018 | Days: 28.00 / 360.00",LoanCost
ADVANCE REFUND Contract nr.: 402 - 0833250,LoanRepay
"DIVIDEND PAYMENT INVESTMENT FUNDS Security nr. 4273607 | UNITS FRANKLIN TEMPLETON INV FD SICA | Quantity: 230,000.00",Distribution
"REDEMPTION INVESTMENT FUNDS Security nr. 32721726 | UNITS KAIROS INTERNATIONAL SICAV | Quantity: 4,200.00",Sale
ADVANCE OPENING Contract nr.: 402 - 0845481 | Interest rate: 0.610000% | Maturity: 16.02.2018,LoanCreate
"DIVIDEND PAYMENT INVESTMENT FUNDS Security nr. 26013077 | UNITS BLACKROCK GLOBAL FUNDS SICAV | Quantity: 165,000.00",Distribution
ADVANCE REFUND Contract nr.: 402 - 0833241,LoanRepay
"ADVANCE INTEREST Contract nr.: 402 - 0833241 | Interest rate: 1.190000% | Capital: 502,070.78 | Period: 22.12.2017 - 19.01.2018 | Days: 28.00 / 365.00",LoanCost
ADVANCE OPENING Contract nr.: 402 - 0846267 | Interest rate: 1.200000% | Maturity: 16.02.2018,LoanCreate
REVERSAL ADVANCE REFUND Contract nr.: 402 - 0843744,LoanRepay
ADVANCE REFUND Contract nr.: 402 - 0829442,LoanRepay
ADVANCE OPENING Contract nr.: 402 - 0843744 | Interest rate: 1.200000% | Maturity: 19.01.2018,LoanCreate
"ADVANCE INTEREST Contract nr.: 402 - 0830886 | Interest rate: 1.190000% | Capital: 2,036,245.13 | Period: 15.12.2017 - 12.01.2018 | Days: 28.00 / 365.00",LoanCost
ADVANCE REFUND Contract nr.: 402 - 0830886,LoanRepay
"ADVANCE INTEREST Contract nr.: 402 - 0829442 | Interest rate: 1.200000% | Capital: 339,068.41 | Period: 13.12.2017 - 12.01.2018 | Days: 30.00 / 365.00",LoanCost
"SALE BONDS Security nr. 36312585 | 6 3/4 % NOTES SANTANDER UK G HLDG | Interest rate: 6.750000% | Nominal amount: 2,000,000.00 | Maturity: 31.12.2050",Sale
ADVANCE OPENING Contract nr.: 402 - 0842638 | Interest rate: 1.190000% | Maturity: 09.02.2018,LoanCreate
"ADVANCE INTEREST Contract nr.: 402 - 0827905 | Interest rate: 1.200000% | Capital: 725,369.56 | Period: 11.12.2017 - 10.01.2018 | Days: 30.00 / 365.00",LoanCost
ADVANCE REFUND Contract nr.: 402 - 0827905,LoanRepay
ADVANCE OPENING Contract nr.: 402 - 0842648 | Interest rate: 1.190000% | Maturity: 09.02.2018,LoanCreate
"PURCHASE STRUCTURED PRODUCTS Security nr. 9864213 | 3.78% JB JPY DCI VS USD-112.3 | Interest rate: 3.780000% | Nominal amount: 1,000,000,000.00 | Maturity: 12.01.2018",Purchase
ADVANCE OPENING Contract nr.: 402 - 0837593 | Interest rate: 0.810000% | Maturity: 19.01.2018_Loan Create_LoanRef_cnp489912-jbsg-6777025-jpy-01_402-0837593,LoanCreate
"PURCHASE STRUCTURED PRODUCTS Security nr. 9864214 | 4.5% JB JPY DCI VS USD-112.3 | Interest rate: 4.500000% | Nominal amount: 1,000,000,000.00 | Maturity: 19.01.2018",Purchase
ADVANCE OPENING Contract nr.: 402 - 0838737 | Interest rate: 0.810000% | Maturity: 12.01.2018_Loan Create_LoanRef_cnp489912-jbsg-6777025-jpy-01_402-0838737,LoanCreate
"ADVANCE INTEREST Contract nr.: 402 - 0826847 | Interest rate: 0.810000% | Capital: 700,000,000.00 | Period: 05.12.2017 - 27.12.2017 | Days: 22.00 / 360.00",LoanCost
"PURCHASE STRUCTURED PRODUCTS Security nr. 9864088 | 6.5% JB JPY DCI VS USD-112.85 | Interest rate: 6.500000% | Nominal amount: 400,000,000.00 | Maturity: 16.01.2018",Purchase
ADVANCE OPENING Contract nr.: 402 - 0836597 | Interest rate: 0.810000% | Maturity: 26.01.2018,LoanCreate
"COUPON PAYMENT STRUCTURED PRODUCTS Security nr. 9860898 | 9.61% JB USD DCI VS JPY-112.95 | Interest rate: 9.610000% | Nominal amount: 4,451,797.44 | Maturity: 27.12.2017",Distribution
CAP/9.61% JB USD DCI VS JPY-112.95,Distribution
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9860898 | 9.61% JB USD DCI VS JPY-112.95 | Interest rate: 9.610000% | Nominal amount: 4,451,797.44 | Maturity: 27.12.2017",SpotFxIn
ADVANCE REFUND Contract nr.: 402 - 0826856,LoanRepay
"COUPON PAYMENT STRUCTURED PRODUCTS Security nr. 9861292 | 11.92% JB USD DCI VS JPY-112.8 | Interest rate: 11.920000% | Nominal amount: 3,556,855.79 | Maturity: 27.12.2017",Distribution
CAP/9.55% JB USD DCI VS JPY-112.95,Distribution
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9861292 | 11.92% JB USD DCI VS JPY-112.8 | Interest rate: 11.920000% | Nominal amount: 3,556,855.79 | Maturity: 27.12.2017",SpotFxIn
ADVANCE REFUND Contract nr.: 402 - 0826847,LoanRepay
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9860897 | 9.55% JB USD DCI VS JPY-112.95 | Interest rate: 9.550000% | Nominal amount: 6,222,980.96 | Maturity: 27.12.2017",SpotFxIn
CAP/11.92% JB USD DCI VS JPY-112.8,Distribution
"ADVANCE INTEREST Contract nr.: 402 - 0826856 | Interest rate: 0.810000% | Capital: 500,000,000.00 | Period: 05.12.2017 - 27.12.2017 | Days: 22.00 / 360.00",LoanCost
"PURCHASE STRUCTURED PRODUCTS Security nr. 9864089 | 6.5% JB JPY DCI VS USD-112.85 | Interest rate: 6.500000% | Nominal amount: 500,000,000.00 | Maturity: 26.01.2018",Purchase
"COUPON PAYMENT STRUCTURED PRODUCTS Security nr. 9860897 | 9.55% JB USD DCI VS JPY-112.95 | Interest rate: 9.550000% | Nominal amount: 6,222,980.96 | Maturity: 27.12.2017",Distribution
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9862913 | 5.95% JB JPY DCI VS USD-111.95 | Interest rate: 5.950000% | Nominal amount: 500,000,000.00 | Maturity: 26.12.2017",Sale
"PURCHASE STRUCTURED PRODUCTS Security nr. 9863923 | 5.96% JB JPY DCI VS USD-112.75 | Interest rate: 5.960000% | Nominal amount: 500,000,000.00 | Maturity: 26.01.2018",Purchase
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9862915 | 5.03% JB JPY DCI VS USD-111.85 | Interest rate: 5.030000% | Nominal amount: 500,000,000.00 | Maturity: 26.12.2017",Sale
"PURCHASE STRUCTURED PRODUCTS Security nr. 9863924 | 3.66% JB JPY DCI VS USD-112.4 | Interest rate: 3.660000% | Nominal amount: 500,000,000.00 | Maturity: 16.01.2018",Purchase
ADVANCE REFUND Contract nr.: 402 - 0826834,LoanRepay
"COUPON PAYMENT STRUCTURED PRODUCTS Security nr. 9860669 | 7.53% JB USD DCI VS JPY-112.9 | Interest rate: 7.530000% | Nominal amount: 4,447,152.21 | Maturity: 26.12.2017",Distribution
CAP/5.95% JB JPY DCI VS USD-111.95,Distribution
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9860669 | 7.53% JB USD DCI VS JPY-112.9 | Interest rate: 7.530000% | Nominal amount: 4,447,152.21 | Maturity: 26.12.2017",SpotFxIn
ADVANCE REFUND Contract nr.: 402 - 0826833,LoanRepay
"COUPON PAYMENT STRUCTURED PRODUCTS Security nr. 9860670 | 6.47% JB USD DCI VS JPY-113.1 | Interest rate: 6.470000% | Nominal amount: 4,440,077.52 | Maturity: 26.12.2017",Distribution
CAP/5.03% JB JPY DCI VS USD-111.85,Distribution
"ADVANCE INTEREST Contract nr.: 402 - 0826833 | Interest rate: 0.810000% | Capital: 500,000,000.00 | Period: 05.12.2017 - 26.12.2017 | Days: 21.00 / 360.00",LoanCost
CAP/6.47% JB USD DCI VS JPY-113.1,Distribution
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9860670 | 6.47% JB USD DCI VS JPY-113.1 | Interest rate: 6.470000% | Nominal amount: 4,440,077.52 | Maturity: 26.12.2017",SpotFxIn
CAP/7.53% JB USD DCI VS JPY-112.9,Distribution
"ADVANCE INTEREST Contract nr.: 402 - 0826834 | Interest rate: 0.810000% | Capital: 500,000,000.00 | Period: 05.12.2017 - 26.12.2017 | Days: 21.00 / 360.00",LoanCost
"ADVANCE INTEREST Contract nr.: 402 - 0828423 | Interest rate: 0.810000% | Capital: 300,000,000.00 | Period: 08.12.2017 - 22.12.2017 | Days: 14.00 / 360.00",LoanCost
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9860441 | 6.57% JB USD DCI VS JPY-112.3 | Interest rate: 6.570000% | Nominal amount: 3,565,981.24 | Maturity: 22.12.2017",SpotFxIn
"ADVANCE INTEREST Contract nr.: 402 - 0826839 | Interest rate: 0.810000% | Capital: 300,000,000.00 | Period: 06.12.2017 - 22.12.2017 | Days: 16.00 / 360.00",LoanCost
"PURCHASE STRUCTURED PRODUCTS Security nr. 9863677 | 3.85% JB JPY DCI VS USD-112.1 | Interest rate: 3.850000% | Nominal amount: 400,000,000.00 | Maturity: 12.01.2018",Purchase
"COUPON PAYMENT STRUCTURED PRODUCTS Security nr. 9860450 | 4.2% JB USD DCI VS JPY-112.95 | Interest rate: 4.200000% | Nominal amount: 2,645,237.14 | Maturity: 22.12.2017",Distribution
ADVANCE REFUND Contract nr.: 402 - 0828423,LoanRepay
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9860450 | 4.2% JB USD DCI VS JPY-112.95 | Interest rate: 4.200000% | Nominal amount: 2,645,237.14 | Maturity: 22.12.2017",SpotFxIn
ADVANCE REFUND Contract nr.: 402 - 0826839,LoanRepay
"COUPON PAYMENT STRUCTURED PRODUCTS Security nr. 9860441 | 6.57% JB USD DCI VS JPY-112.3 | Interest rate: 6.570000% | Nominal amount: 3,565,981.24 | Maturity: 22.12.2017",Distribution
CAP/12.65% JB USD DCI VS JPY-112.5,Distribution
"COUPON PAYMENT STRUCTURED PRODUCTS Security nr. 9861538 | 12.65% JB USD DCI VS JPY-112.5 | Interest rate: 12.650000% | Nominal amount: 2,675,722.96 | Maturity: 22.12.2017",Distribution
CAP/4.2% JB USD DCI VS JPY-112.95,Distribution
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9861538 | 12.65% JB USD DCI VS JPY-112.5 | Interest rate: 12.650000% | Nominal amount: 2,675,722.96 | Maturity: 22.12.2017",SpotFxIn
CAP/6.57% JB USD DCI VS JPY-112.3,Distribution
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9858628 | 7.29% JB JPY DCI VS USD-111.75 | Interest rate: 7.290000% | Nominal amount: 300,000,000.00 | Maturity: 21.12.2017",Sale
ADVANCE REFUND Contract nr.: 402 - 0819653,LoanRepay
"ADVANCE INTEREST Contract nr.: 402 - 0819653 | Interest rate: 0.810000% | Capital: 300,000,000.00 | Period: 21.11.2017 - 21.12.2017 | Days: 30.00 / 360.00",LoanCost
CAP/7.29% JB JPY DCI VS USD-111.75,Distribution
CAP/8.12% JB JPY DCI VS USD-112.5,Distribution
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9858369 | 8.12% JB JPY DCI VS USD-112.5 | Interest rate: 8.120000% | Nominal amount: 500,000,000.00 | Maturity: 20.12.2017",Sale
"ADVANCE INTEREST Contract nr.: 402 - 0819301 | Interest rate: 0.810000% | Capital: 500,000,000.00 | Period: 20.11.2017 - 20.12.2017 | Days: 30.00 / 360.00",LoanCost
ADVANCE REFUND Contract nr.: 402 - 0819301,LoanRepay
GST ON CUSTODY FEES,MiscExpense
CUSTODY FEES,MiscExpense
"PURCHASE STRUCTURED PRODUCTS Security nr. 9862913 | 5.95% JB JPY DCI VS USD-111.95 | Interest rate: 5.950000% | Nominal amount: 500,000,000.00 | Maturity: 26.12.2017",Purchase
"PURCHASE STRUCTURED PRODUCTS Security nr. 9862915 | 5.03% JB JPY DCI VS USD-111.85 | Interest rate: 5.030000% | Nominal amount: 500,000,000.00 | Maturity: 26.12.2017",Purchase
"ADVANCE INTEREST Contract nr.: 402 - 0821974 | Interest rate: 0.810000% | Capital: 500,000,000.00 | Period: 27.11.2017 - 15.12.2017 | Days: 18.00 / 360.00",LoanCost
CAP/5.71% JB USD DCI VS JPY-113,Distribution
"COUPON PAYMENT STRUCTURED PRODUCTS Security nr. 9859360 | 5.71% JB USD DCI VS JPY-113 | Interest rate: 5.710000% | Nominal amount: 4,438,544.52 | Maturity: 15.12.2017",Distribution
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9859360 | 5.71% JB USD DCI VS JPY-113 | Interest rate: 5.710000% | Nominal amount: 4,438,544.52 | Maturity: 15.12.2017",SpotFxIn
ADVANCE REFUND Contract nr.: 402 - 0821974,LoanRepay
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9859049 | 6.4% JB JPY DCI VS USD-111.75 | Interest rate: 6.400000% | Nominal amount: 1,000,000,000.00 | Maturity: 14.12.2017",Sale
CAP/6.4% JB JPY DCI VS USD-111.75,Distribution
ADVANCE OPENING Contract nr.: 402 - 0828423 | Interest rate: 0.810000% | Maturity: 22.12.2017,LoanCreate
FOREX SPOT USD/JPY 112.0784,SpotFxIn
ADVANCE REFUND Contract nr.: 402 - 0825739,LoanRepay
"ADVANCE INTEREST Contract nr.: 402 - 0825739 | Interest rate: 0.810000% | Capital: 300,000,000.00 | Period: 01.12.2017 - 08.12.2017 | Days: 7.00 / 360.00",LoanCost
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9857773 | 5.2% JB JPY DCI VS USD-112.8 | Interest rate: 5.200000% | Nominal amount: 400,000,000.00 | Maturity: 07.12.2017",Sale
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9857773 | 5.2% JB JPY DCI VS USD-112.8 | Interest rate: 5.200000% | Nominal amount: 400,000,000.00 | Maturity: 07.12.2017",SpotFxOut
"ADVANCE INTEREST Contract nr.: 402 - 0823859 | Interest rate: 0.810000% | Capital: 300,000,000.00 | Period: 29.11.2017 - 06.12.2017 | Days: 7.00 / 360.00",LoanCost
ADVANCE REFUND Contract nr.: 402 - 0823859,LoanRepay
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9858642 | 8.95% JB JPY DCI VS USD-112 | Interest rate: 8.950000% | Nominal amount: 400,000,000.00 | Maturity: 05.12.2017",Sale
"ADVANCE INTEREST Contract nr.: 402 - 0816531 | Interest rate: 0.810000% | Capital: 500,000,000.00 | Period: 14.11.2017 - 05.12.2017 | Days: 21.00 / 360.00",LoanCost
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9857241 | 6.7% JB JPY DCI VS USD-112.7 | Interest rate: 6.700000% | Nominal amount: 500,000,000.00 | Maturity: 05.12.2017",SpotFxOut
ADVANCE REFUND Contract nr.: 402 - 0816531,LoanRepay
ADVANCE OPENING Contract nr.: 402 - 0826847 | Interest rate: 0.810000% | Maturity: 27.12.2017,LoanCreate
ADVANCE REFUND Contract nr.: 402 - 0823625,LoanRepay
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9857243 | 7.88% JB JPY DCI VS USD-112.95 | Interest rate: 7.880000% | Nominal amount: 700,000,000.00 | Maturity: 05.12.2017",Sale
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9857241 | 6.7% JB JPY DCI VS USD-112.7 | Interest rate: 6.700000% | Nominal amount: 500,000,000.00 | Maturity: 05.12.2017",Sale
ADVANCE REFUND Contract nr.: 402 - 0823632,LoanRepay
ADVANCE OPENING Contract nr.: 402 - 0826834 | Interest rate: 0.810000% | Maturity: 26.12.2017,LoanCreate
CAP/8.95% JB JPY DCI VS USD-112,Distribution
FOREX SPOT USD/JPY 112.5360,SpotFxIn
"ADVANCE INTEREST Contract nr.: 402 - 0819725 | Interest rate: 0.810000% | Capital: 400,000,000.00 | Period: 21.11.2017 - 05.12.2017 | Days: 14.00 / 360.00",LoanCost
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9857243 | 7.88% JB JPY DCI VS USD-112.95 | Interest rate: 7.880000% | Nominal amount: 700,000,000.00 | Maturity: 05.12.2017",SpotFxOut
ADVANCE OPENING Contract nr.: 402 - 0826839 | Interest rate: 0.810000% | Maturity: 22.12.2017,LoanCreate
ADVANCE OPENING Contract nr.: 402 - 0826833 | Interest rate: 0.810000% | Maturity: 26.12.2017,LoanCreate
FOREX SPOT USD/JPY 112.5359,SpotFxIn
"ADVANCE INTEREST Contract nr.: 402 - 0823625 | Interest rate: 0.810000% | Capital: 500,000,000.00 | Period: 28.11.2017 - 05.12.2017 | Days: 7.00 / 360.00",LoanCost
ADVANCE OPENING Contract nr.: 402 - 0826856 | Interest rate: 0.810000% | Maturity: 27.12.2017,LoanCreate
"ADVANCE INTEREST Contract nr.: 402 - 0823632 | Interest rate: 0.810000% | Capital: 500,000,000.00 | Period: 28.11.2017 - 05.12.2017 | Days: 7.00 / 360.00",LoanCost
ADVANCE REFUND Contract nr.: 402 - 0816763,LoanRepay
ADVANCE REFUND Contract nr.: 402 - 0819725,LoanRepay
"ADVANCE INTEREST Contract nr.: 402 - 0816763 | Interest rate: 0.810000% | Capital: 700,000,000.00 | Period: 14.11.2017 - 05.12.2017 | Days: 21.00 / 360.00",LoanCost
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9860897 | 9.55% JB USD DCI VS JPY-112.95 | Interest rate: 9.550000% | Nominal amount: 6,222,980.96 | Maturity: 27.12.2017",SpotFxOut
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9860897 | 9.55% JB USD DCI VS JPY-112.95 | Interest rate: 9.550000% | Nominal amount: 6,222,980.96 | Maturity: 27.12.2017",Sale
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9860898 | 9.61% JB USD DCI VS JPY-112.95 | Interest rate: 9.610000% | Nominal amount: 4,451,797.44 | Maturity: 27.12.2017",SpotFxOut
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9861292 | 11.92% JB USD DCI VS JPY-112.8 | Interest rate: 11.920000% | Nominal amount: 3,556,855.79 | Maturity: 27.12.2017",SpotFxOut
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9861292 | 11.92% JB USD DCI VS JPY-112.8 | Interest rate: 11.920000% | Nominal amount: 3,556,855.79 | Maturity: 27.12.2017",Sale
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9860898 | 9.61% JB USD DCI VS JPY-112.95 | Interest rate: 9.610000% | Nominal amount: 4,451,797.44 | Maturity: 27.12.2017",Sale
CAP/5.1% JB USD DCI VS JPY-113.4,Distribution
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9860670 | 6.47% JB USD DCI VS JPY-113.1 | Interest rate: 6.470000% | Nominal amount: 4,440,077.52 | Maturity: 26.12.2017",SpotFxOut
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9860669 | 7.53% JB USD DCI VS JPY-112.9 | Interest rate: 7.530000% | Nominal amount: 4,447,152.21 | Maturity: 26.12.2017",Sale
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9860671 | 5.1% JB USD DCI VS JPY-113.4 | Interest rate: 5.100000% | Nominal amount: 2,004,102.67 | Maturity: 26.12.2017",Sale
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9860670 | 6.47% JB USD DCI VS JPY-113.1 | Interest rate: 6.470000% | Nominal amount: 4,440,077.52 | Maturity: 26.12.2017",Sale
"PURCHASE STRUCTURED PRODUCTS Security nr. 9863922 | 7.46% JB USD DCI VS JPY-113.4 | Interest rate: 7.460000% | Nominal amount: 2,010,348.79 | Maturity: 26.01.2018",Purchase
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9860669 | 7.53% JB USD DCI VS JPY-112.9 | Interest rate: 7.530000% | Nominal amount: 4,447,152.21 | Maturity: 26.12.2017",SpotFxOut
"COUPON PAYMENT STRUCTURED PRODUCTS Security nr. 9860671 | 5.1% JB USD DCI VS JPY-113.4 | Interest rate: 5.100000% | Nominal amount: 2,004,102.67 | Maturity: 26.12.2017",Distribution
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9860441 | 6.57% JB USD DCI VS JPY-112.3 | Interest rate: 6.570000% | Nominal amount: 3,565,981.24 | Maturity: 22.12.2017",SpotFxOut
"ADVANCE INTEREST Contract nr.: 402 - 0830888 | Interest rate: 2.180000% | Capital: 504,158.99 | Period: 15.12.2017 - 22.12.2017 | Days: 7.00 / 360.00",LoanCost
"REDEMPTION STRUCTURED PRODUCTS Security nr. 9861538 | 12.65% JB USD DCI VS JPY-112.5 | Interest rate: 12.650000% | Nominal amount: 2,675,722.96 | Maturity: 22.12.2017",Sale
ADVANCE REFUND Contract nr.: 402 - 0830885,LoanRepay
